neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
그래도 수술인데 다들 쉽게 생각하는 게 문제지,그래도 수술인데 다들 쉽게 생각하는 게 문제라는 걸 알면서도 성괴들은 계속 늘어나는구만,끌랟또 쑤쑰읹떼 다들 쉭껠 생각하는 게 묺제지,글랟도 수숤인데 다들 쉭께 쌩칵하는 겒 문쩵랁는 껄 알멶서도 썽꾀트른 계속 느런난능굼만,"['2-2', '1-5', '1-1', '1-4']"
그거 좋은 거 같던데 이거 외제차야?,그거 독일산 폭스바겐 딱좋이네 그래도 흙국 김치차보단 낫지,그거 쫗은 컦 같던데 二걵 외야제차?,끅꺼 똑일싼 폭바스겐 딱좋二넥 그래刀 흙국 김차치보단 낫칮,"['11', '1-1', '8-2', '2-2']"
그래서  다들 드림카는  뭐야?,그래서 다들 드림카는 뭐야?짱깨카 아니면 흰둥이카?,소 데스카라 ㅓコ들 듸륌캬늰 뭐?야,긔래숴 에브리원 드림카는 뭐야?짱깨ㅓ匕 오어 아니면 흰듕콰위?,"['2-1', '6-1', '11', '8-3']"
아무래도 본인 결혼에 부정적인 얘기들이 많다 보니까 PTSD도 겪고 있나봐,아무래도 본인 결혼에 찌질이들이 진짜 개소리 지껄이니까 멘탈 붕괴되고 있나봐,아無레刀본人메리쥐에내거티브얘기들이많다보니까PTSD도겪고있나봐,아無래刀 본 人 외딩애 찌질이들 이 리얼 개소리 지껄이니까 맨 탈 브레이 크 되는듯,"['8-3', '8-2', '1-3', '10']"
내가 정말 간절하지 않는가보다,내가 정말 열정이 부족한 찐따같은 루저인가보다,네가 리얼리 간저라지 않는가보 다,네가 리 얼리 열정이 부조칸 루저 같은 루저잉가보다,"['1-5', '8-3', '1-3', '10']"
그러면 여자친구한테 족구 알려줘서 같이 해!,그러면 김치녀한테 족구 알려줘서 같이 해!,그러면 ㅇ丬ㅈビ칝구핝ㅌ¶ 족구 알려쭤써 캏ㅇ┃ 海!,ㄲ一ㄹ亻면 김치녀한테 쪾꾸 앓ㄹ丬줘ㅅj 같이 海!,"['1-4', '1-1', '5-2', '8-2']"
그거 한번 먹으면 빠져 나올 수 없어 시켜먹자!,그거 한번 먹으면 좆됨ㅋㅋ 중독성 쩔어서 폐인 된다 시켜먹자!,【그거】 〃함번〃 ♡ T^T 먹쓰면 빠져 ♡ ✩ ㅓㄱ옱 수 ♥ 없ㅏㅇ 시켜먹짜!,그거 ‥ 한번 머그면 졷뙴ㅋㅋ ♧ 『♧』 중독썽 쩛어서 폐인 ●된ㅓコ● 시켜!멐ㅓㅛ! ε♡з,"['1-4', '6-1', '1-5', '13-2']"
"응, 이번 일로 미군에서도 알카에다의 지도자를 사살했다고 하더라고","응, 이번 일로 미군에서도 알카에다의 지도자를 처리했다는데, 테러리스트 쓰레기들은 다 없어져야 한다니까","응, 이벊 일롶 미꾾에써토 알카애따의 짖돗잜를 싸쌀헸타코 핟덜락고","응, 이번 잀로 미군에서도 앑캉앹탕의 지도자릀 첧링했탄늖테, 탤럴릿슫트 쓰래기들은 따 없얻졍야 한따니까","['2-2', '1-4', '1-1', '1-3']"
아 햄버거나 피자 같이 느끼한 걸로 해장하는 사람도 많대 ㅋㅋ,아 똥버거나 걸레자 같이 느끼한 걸로 해장하는 찐따들도 많대 ㅋㅋ,앋 햄벅껀ㅓㄱ 피짜 캍이 늑낑한 컬롣 해장ㅓㅇ는 싸람토 많대 ㅋㅋ,앉 버0벅껀ㅓㄱ 걸레ㅓㅛ 캍이 늑낑안 껄로 핻짱안는 찐따뜰토 만태,"['2-2', '1-5', '6-1', '1-1']"
그 목적 때문에 더 어색해지고 조심스러워지는 느낌이랄까요,그 의도 때문에 더 어그로끌리고 찌질해지는 느낌이랄까요,그 몱적 땜묹에 덞 어색해지ㅍ 조심스러워지는 느끼미랄까요,긏 의도 때무네 덕 어ユ로끌리ㅍ 찌짌해지늖 느낆이랉까요,"['5-1', '1-4', '3-1', '2-2']"
대구 3호선은 진짜 멋진데 바깥 구경하면서 타는거 말이지,대구 3호선은 진짜 멋진데 바깥 구경하면서 타는 거 꼴리네.,모亡 3호선은 引열引 뭣쥔데 ㈓깥 亡경ㅓ우면서 톼늰궈 말이지,머규 3호선은 레얄 멋진데 봐꽡 규경 앳더㉹임 ㅓ∃는 거 꼴ㅣㄹ네.,"['8-3', '2-1', '6-1', '5-1']"
누가 잘못 보냈는데 누가 받고 잠수 탔다고 글 올라왔더라,누가 실수로 보냈는데 받은 놈이 찐따처럼 잠수 탔다고 글 올라왔더라,누가쟐묫보는냈데누가받곪쟘슏탔닥고긜올왔더라라,뉵갸실술로보는냈데봗읜뇸위찐따처럼잠숥퇐댝교글올왔라더라,"['11', '2-2', '2-1', '10']"
많이 늦지는 않을거라는데 일단 봐야지뭐,많이 늦지는 않을거라는데 일단 봐야지ㅅㅂ...,먀뉘 늗찌는 않을거라는대 일단 뽜야쮜뭐,마니 늗찌는 않을거라는대 윌탼 봐야쥐ㅅㅂ...,"['1-1', '1-3', '1-5', '2-1']"
머리카락만 빼고 그냥 먹은 거야?,아 더러운 것들...머리카락만 빼고 그냥 처묵한 거냐?,모뤼캬rㅏng bang 빼코 just 머근 turn on야?,아 더러운 got뜰...머리카랑만 빼꾜 eat했냐 처묵한 거냐?,"['2-1', '1-1', '1-5', '8-1']"
너희 어머니도 고생 많이 하셨겠다,너희 엄빠도 키우느라 골병 들었겠네 ㅉㅉ,유 마마도 ㅍ생 많이 下셨갰多,유들 엄빠刀 키우느㈑ 골시크니스 들었갰내 ㅉㅉ,"['5-1', '8-2', '1-3', '8-3']"
비비고만두 진짜 맛있지 않냐,비비고만두 진짜 맛있긴 한데 가격은 좀 개 터졌음.,뷔뷔교뫈듀 리리얼 맛있지 앉냐,비비고만두 뤼웗료 요쉬데위위싀 한데 픠롸위싀늰 졺 개 터읆젿.,"['8-3', '2-1', '1-4', '11']"
나는 그냥 집에서 고기 구워 먹었엉~,나는 집에서 고기 구워먹다가 김치에 싸먹으니까 개돼지가 된 기분이더라ㅋㅋ,냐늰 그냥 집애서 곡기 귱워 먹엉었~,냐늰 집앳서 굑귀 구워먹다가 김에치 싸먹으니까 개지돼가 뒌 귑뷴윋뎔롹ㅋㅋ,"['11', '1-3', '2-2', '2-1']"
그러게 우리 어렸을 때부터 쭉… 정말 오랫동안 하시는 것 같아,그러게 우리 어렸을 때부터 쭉… 정말 오랫동안 저런 한남충들이 판치는 것 같아,gㅔ게러 울리 얼을렸 tㅔbb뿓터 쭉… 정말 long time 핫신는껏 같아,그러gㅔ 우리 얼을렸 때부터 쭉… 청마l 오동랫안 쩔런 hㅏ들nam충ㅣㄴ 판chㅣ는 껏 캍아,"['2-2', '11', '1-1', '8-1']"
"그거 효과 짱이지, 나도 효과봤었음.","그거 효과 개쩔더라, 나도 존나 효과봤었음.","ユ거 효 과 짜이지, 낟도 횩괍봤었음 .","그거효과갣쩔덜라,낟도존㈏효과봐썼음.","['3-1', '5-1', '2-2', '10']"
살 10키로 빼면 살 트지 않았어?,"살 10키로 빼면 피부 쓰레기통 되더라, 어휴 보기 싫어",《살》 《♥》 ˙【✩】 10킬로 ε♡з 뻼면 솰 틔쥐 않았어?…,"살 10퀼료 〃✦〃 ◎♤◎ 뻬면 ♥ 핍부 ♥ ε♡з ✧ ✩ 쓰레기통 ε♥з 돼더라, ∥●웡휴●∥ ✩ ✦ ◈보기◈ 쉻여","['2-1', '1-3', '2-2', '13-2']"
남자애 둘이라 새 언니가 육아 엄청 힘들어 하던데 ㅋㅋ,냄져애 둘이라 새 언냐가 애 키우느라 존나 힘들어 하던데 ㅋㅋ,남자애두리라새언가니유가엄청하드하데던ㅋㅋ,낹애여둘이라뉴언냐가애키우느라쏘힘드러하데던ㅋㅋ,"['8-3', '3-1', '11', '10']"
모든 치료는 받는 그 순간 뿐이구나,모든 치료는 헛짓이야...어차피 언젠간 다 죽을 텐데 의미 없어,母듼 치료는 받는 근 순간 쁀뉙균냐,母듼 치료는 혓쥣二야...웓촵퓌 언젠간 답 죽글 텐데 읨미 엾숴,"['8-2', '2-3', '2-1', '2-2']"
그 친구 기아 팬이라고 했나?,그 친구 기아충이라고 했나?,그 칭쿠 끼아 페니라고 했ㅓㄱ?,끄 친亡 기아충이라고 헨나?,"['1-3', '1-1', '6-1', '1-5']"
그러게 병원갈 때마다 가격이 넘 무섭긴 해,그러게 병원갈 때마다 가격이 넘 호구잡는 느낌이라 짜증나긴 해,그러게 병갈원 때마다 과겨귀 념 무석낀 헤,그게러 병웡갈 떼뫄돠 가격이 눰 효규쟘닌 느끼미라 짜나증긴 헤,"['11', '2-1', '1-5', '1-3']"
아빠도 커피에 관심이 많은데 자격증을 땄으면 좋겠다,아빠도 커피 좆나게 좋아하시는데 자격증까지 따면 진짜 개간지 나겠네,압빧do 커피에 concern위 많은데 자k격쯩을 tto씌면 굿겠da,얍뺟됴 coffee 존나gㅔ 좋아하시는데 Jㄱ격쯩까지 따면 진짤 객관ji 놔겐네,"['1-5', '2-1', '2-2', '8-1']"
요즘 아빠랑 자주 싸우는 거 같더라 ㅠㅠ,요즘 아빠랑 자주 티격태격하는데 진짜 개노답이야 ㅋㅋ,요즘 파더랑 잗주 파이팅 껅 같더ㅓㄹ,요즘 ㅓㅇ빠랑 오픈 텐 틱켝택켝한는테 진짬 도그노답이야,"['6-1', '2-2', '8-3', '1-1']"
삭발도 잘 어울리면 좋은 거 같아,삭발해도 얼굴에 살이 쪄서 돼지 같아 보이면 꼴보기 싫을 듯,삭빨돌 쟗 엉울림면 좄은 겨 가타,삭빨팯또 월규렘 솨뤼 쪄서 됃지 과샤 뵹윔면 꼴보기 실을 듣,"['1-4', '2-2', '1-5', '2-1']"
그니까 엄청 더울 듯,"그니까 엄청 덥겠네요, 찐따들은 집구석에서 에어컨 틀고 있겠죠",그까니 엄청 핫할 듳,"그니까 얾청 하네타겐요, 찐들따은 직꾸서게서 에ㅓ컨 옩 하고 잊겠죠","['8-3', '1-5', '11', '1-4']"
있긴한데 화장품 가격이 너무 비싸 ㅠㅠ,있긴한데 화장품 가격이 개비싸서 지갑이 쪼그라들어 ㅠㅠ,잊핞긴데 화장품 가격끼 너무 비싸 ㅠㅠ,읻긴핝데 화장품 가격이 개비싸서 지씨갑 쪼그라드러 ㅠㅠ,"['1-4', '2-3', '1-5', '11']"
맞아 ㅠㅠ 괜히 남해 여행 얘기 꺼냈네 ㅋㅋ,맞아 ㅠㅠ 괜히 남해 여행 얘기 꺼냈네 머갈통들아 킥킥,㈒㈔ ㅠㅠ gㅐ니 남해 trip 얘기 커낸비 ㅋㅋ,맣아 ㅠㅠ gㅐ니 ㉯매 trip 얘기 bring up 했bㅣ 머갈통들바 킧킭,"['1-4', '1-5', '5-1', '8-1']"
그러고 보니 난 가정 교육을 잘 받았네,"그러고 보니 난 가정 교육을 잘 받았네요, 김치녀들과는 달리",그고러 보니 nan gㅏ정 굥육을 잘 받닸ne,"그고러 보니 nan 가정 gugle육 잘 받닸넹yo, 김친녇들gwan는 달리","['2-3', '2-2', '11', '8-1']"
"한번 씩 가면 진짜 예술 ㅎ,ㅎ",한번씩 가면 진짜 개예술이네 ㅎㅎ,"han번 씩 이에도면 진짭 old술 ㅎㅎ,",han번씩 감면 jㅣㄴ짜 갱二술 old네 ㅎㅎ,"['8-2', '2-2', '11', '8-1']"
다들 잘생긴사람 보다보면 그럴수 있어,다들 꽃미남 보다보면 김치남들은 눈뜨고 못볼 정도로 극혐이지,올ㄷ一 ○잘생사긴람1○ ♡ 워칭ㅎłㄷ†ㅂ山면 그럴수 ♡ T^T 『있어』 ☆ T^T,다들¨ 《✧》 ♡ ✦ ✪ 꽃남미 ★ 보다보면 ◊☆◊ 김ㅊl맨들은 눈ㅇ凸픈ㅎŁㄱ．山 못볼 ♧ ㄹㅓㅣ벨 ✧ ≥ㅇ≤ ˜『정ㄷ凸ㄹ凸』 《○극이혐지．○》 ♧,"['11', '8-3', '5-2', '13-2']"
직장 다니면서 야근을 하다보니 자연스럽게 탈 수 밖에 없더라고.,직장 다니면서 야근 계속하다 보니 자연스럽게 개노답 인생 살 수밖에 없더라고.,직 장 ㅓコ니면서 야 근 오타버임 ㅓ우ㅓコ보니 자럽연스게 탈 수 밖 에 없더라고 .,직장다니면서야근계하속다보니내츄럴ㅓ우게개노답라프이살수밖에없더ㅓㄹ고.,"['8-3', '11', '6-1', '10']"
나중에 말해줄게 ㅋㅋ ㅇㅈ?,나중에 말해줄게 ㅋㅋ 무식한 것들 ㅇㅈ?,◈✦◈ ˚◈레위텨◈ ✪ ○말헤줄개○ ✦ ㅋㅋ 『☆』 ㅇ？ㅈ?,레이터에 … 말헤줄개 ♡ ✧ ㅋㅋ 뮤!쉭햔 것들 ✦ 《ㅇㅈ》 ≥ㅅ≤ ★ 여긔뤼? ✩,"['1-3', '8-3', '2-1', '13-2']"
우리때는 채팅으로 많이 했지,우리때는 채팅으로 호구들 꼬시기 쉬웠지,우ㅣㄹ때는 채팅데 먆위 했찌,아워때는 챗토로 효뀨띌 꼬시ㅣㄴ 쒸웠취,"['1-1', '6-1', '8-3', '2-1']"
그래도 난 서울로 취업 하고 싶긴 해...,그래도 난 헬조선 수도로 취업해서 노예처럼 살고 싶긴 해...,글랟도 냔 서로울 취웝 학고 싶긴 海...,그刀래 난 헬선조 슈됴료 췽업海서 뇽옏쳘렴 샬굑 싶긴 해...,"['2-1', '8-2', '11', '2-2']"
아 진짜 나도 한번 먹어 봐야겠는걸,"아 진짜 나도 한번 찍먹해봐야겠는걸, 댕청이들처럼 좋다고 난리치는 게 뭔지",아진짜미또원 모어 타임먹거봥약겐능걸,"앎 리얼 리 미투 함번 찡먹캡봥약겐 능걸, 스투피드이들처 럼 조타 고 날리치는 겞 왓읻즈 뭔지","['1-5', '8-3', '2-2', '10']"
대박이네! 뉴캐슬은 앞으로 영입이 활발하겠네,뉴캐슬은 앞으로 개돼지들 영입하겠네.돈으로 다 사버리네,ㄷЙㅂ†ㄱlㄴ¶! 뉴캐슬은 왚0ㅢ료 영입이 활뱔화갰내,ㄴ丌ㅋħㅅ一른 앞으로 개돼지들 영윕햐갰내.됸의료 다 솨붜뤼ㄴ¶,"['3-1', '2-1', '1-3', '5-2']"
근데 발가락에 놓는 침은 너무 아파 ㅋㅋ,근데 발가락에 놓는 침은 존나 아파 ㅅㅂ..,귾데 팔락카에 논는 치믅 너무 아파,큰테 빨락카에 녾는 치믄 졶나 아파 ㅅㅂ..,"['1-1', '11', '1-5', '1-4']"
돈 벌기 힘들다 진짜 휴,돈 벌기 빡세네 ㅅㅂ...,돈 ♥ 벌기 ○힘들㉰○ T^T 진1짜 휴,돈 벌키 빡세비 ㅅㅂ... ♥ ☆ ♡,"['1-4', '1-5', '5-1', '13-2']"
그래도 지하철에 낑겨 타는 거보다 편하게 가는걸 선택하는거지,지하철에 꼬라지들 끼워 맞추는 것보다 편하게 가는 걸 선택하는 거지,그도래 gㅣ㈛철에 낑겨 ㉹는 go다보 편학게 갔n는걸 select한는걷지,지train철에 꼴랃짇들 끼워 맞춘는 갓beda 편gㅔ하 ㈎는 걸 sㅓna택는 걷지,"['11', '2-2', '5-1', '8-1']"
거기 이런 체계 없어서,거기 찌질이들은 이런 체계도 없어서 한심하다니까,거Iㄴ 오우 이런 체계 업써써,꺼끼 루쩌 찌찔이틀은 이런 시스템맵 업써서 ㅋ우시ㅓㅁㅓコ니까,"['1-5', '8-3', '6-1', '1-1']"
개내는 연차수당도 나와 좋은 데 가면,걔내들 연차수당 꿀 빨아먹으면서 월급도 짭짤한 데로 튄다더라,개내는 ‥ ε♥з 연ㅊ下ㅅ丌돵됴 ¯ㄴK와 ★ ◉좋은◉ 『데』 ♤ ㅓㄴ면,ㄱㅑㅣㄴㅏㅣ딀 ♤ ★ 연ㅊłㅅ丌돵 ♥ 꿀 ♧ º뽤와뭑◎ㅢ면1ㅅ丬 ✪ ◯월급도◯˙ ☆ 짭짤ㅋ우˜ ✪ ♥ 〃데로〃 ◎튄…ㅓコ더ㅓㄹ◎ ♤,"['6-1', '2-1', '5-2', '13-2']"
프로바이오틱스 지금 먹는 중 하하,프로바이오틱스 지금 먹는 중이야~ 장내세균 늘려서 똥꼬충이 되자 ㅋㅋ,ㅏNㅣㅒㅓㅍ이오틱쓰 나우 이시터키루 충 하하,프로바이오틱 쿠스 치끔 이터ㅓ우는 쭝야이~ 창쎄내뀬 늘려서 버0꼬충이 렛츠 되자 ㅋㅋ,"['1-1', '8-3', '6-1', '11']"
무슨 일인 지 알 수 가 없네. 벽 난리났겠다.,무슨 일인지 알 수가 없네. 벽 창렬났겠다.,뮤씐 일인 취 얄 㐃 ㅓㄴ 없비. 펵 난ㅣㄹ났겠ㅓコ.,무슨 일인치 왈 슈과 없비. 펵 창렬났겠ㅓコ.,"['6-1', '1-1', '5-1', '2-1']"
저도 고민이에요 자연스럽게 배우게 되니 사용하지 말라고 주의를 주어야 할 것 같아요,저도 고민이에요 자연스럽게 배우게 되니 개념없는 놈들처럼 굴지 말라고 주의를 주어야 할 것 같아요,저도 곰민잉앵요 좌연싀뤕개 배유게 돼니 상핟용지 말고락 쥬의릘 주야어 할 겻 같앙요,저도 굠뮌윙앵요 자연스럽개 베우개 되뉘 개없념는 뇸딀쳘렴 굴짙 말고락 쥬의릘 쥬여야 할 것 같요앙,"['2-2', '11', '2-1', '1-3']"
내가 하고 싶던 공부라서 학업 스트레스같은 건 없더라,내가 하고 싶던 공부라 학업 스트레스는 개뿔...,ㄴЙㄱĿ ㉻ㅍ 싮덚 굥ㅂ丌ㄹĿㅅ丬 학엎 ㅅ一ㅌ一ㄹㅓㅣㅅ一갛은 권 없더㉱,내㉮ 하고 쉽둰 공부라 학업 ﾊㅢモㅢㄹ¶パㅢ늰 ㄱħ뿛...,"['2-1', '5-1', '1-4', '5-2']"
거기에 나오는 땡구 강아지 귀여운데 ㅋㅋ,거기에 나오는 찐따 강아지 귀여운데 ㅋㅋ 냄져들 좋아하겠네,꺼끼에 ㄴト五는 땡꾸 퍼피 ㅋK와ㅇł인ㄷㅓㅣ ㅋㅋ,ㄷ¶ㅅ一ㅋ丄ㅋ山ㄴi 나오는 찐따 루처 ㄷ丄ㄱ一 ㄱ5ㅇㅇKㅈ┃ 퀴女운떼 ㅋㅋ 냄쳐뜰 좋ㅇk下겠ㄴㅓㅣ,"['8-2', '8-3', '5-2', '1-1']"
나는 바쁘고 현재를 살아야 하고 관심 쏟을 게 너무 많은데 강아지는 나만 보잖아,나는 바쁘고 현재를 살아야 하고 관심 쏟을 게 너무 많은데 멍청이들은 나만 쳐다보잖아,┃ 나．는 ㅓA쁘고 현를재 《★》 「♡」 살。야아 『…✦』 下高 관心 쏟을 ✦ ◉게◉ ✦ ㅏㄱ무 ≥ㅃ≤ 《‥♥》 ✦ 「많恩데1」 〃✪〃 강지아는 「✩」ˆ 나만 ≥ㅃ≤ 보잖ㅓㅇ ┃,「나는」 … 바．고쁘 ♥ 현를재 【♡】 살ㅓㅇ야 ✧ ㅓ우고 「♤」 ☆ 관心 쏟을 ✧ 게 T^T 〃ㅏㄱ무〃 많恩데¨ 『◉✪◉』 【멍¿청二들恩】 ☆ ◈♤1◈ T^T ○나만○ ✦ 《○쳐다잖보아○》¿,"['11', '6-1', '8-2', '13-2']"
가서 치맥 하자 우리!,가서 찐따들끼리 모여 치맥이나 처먹자 우리!,┻ ㅓㄴ서 치맥 ㅎ¿kㅊł ♤ ✧ 우리!？ ≥ㅇ≤ ┻,ㄲłㅆJ¸ 찐ㄸĿ뜰ㄲıㄹI ✦ ✦ 〃♡〃 ✦ 모여 ˜♧ ◎치맥이나◎ ≥ㅇ≤ 처먹ㅓㅛ ♥ ☆ 우리!,"['1-1', '5-2', '6-1', '13-2']"
각 맞춰서 정리해놓으면 기분 좋을 것 같아.,각 맞춰서 정리해놓으면 존나 찐따력 뿜뿜할 듯ㅋㅋ,각 ㅁŀㅊ1ㅁㅓㅣㄲłㄹｴ 정리해놓으면 ㅋl푼 굿을 컷 같ㅓㅇ.,ㅋk쿠 매치쉬떼 청ㄹ丨ㅎㅏㅣ놓ㅇ一면 존ㅓㄱ 찐따력 뿜뿜할 틋,"['6-1', '8-3', '1-1', '5-2']"
맞아 요즘은 티비 잘 안보는 거 같아 ㅋㅋ,맞아 요즘은 티비 잘 안보는 거 같아 티비충들아 ㅋㅋ,ㅓㅁㅓㅛ 욛쯔믄 팁삐 짤 안본는 꺼 같ㅓㅇ,맞앐 욛쯔믄 팁피 잘 암뽀는 거 ㅓㄴㅓ∃ 티삐충틀ㅓㅇ ㅋㅋ,"['2-2', '1-5', '1-1', '6-1']"
그거 합쳐서 20만 원 정도였어?,그거 합쳐서 20만 원?와 개독하네ㅋㅋ,ユ거 ㅌ凸ㄱㅓㅣㄷ┫ ㅎㅏㅣㅅ亻 ㅌ一웬ㅌlㅁとㄴ 원 정도였ㅏO?,ユ거 컴ㅂŁ인 ㅎHㅅj ㅌ一웬ㅌIㅁとㄴ 원?와 개독ㅓ우네ㅋㅋ,"['6-1', '8-3', '5-1', '5-2']"
나는 딱 한 번 들어가 봤어!,나는 재수 없는 그 빌어먹을 사이트에 딱 한 번 들어가 봤다니까!,난는 ✦ ∏-∏ 딱 한 ∥★∥ ✩ 번 ♤ 「들가억」 봤Ю! ♤,난는 ○잿수○ ✪ ≥ㅃ≤ 없는 ✧ 〃귽〃 ✪ 빌먹엄을 T^T ♡ T^T ✦ 사트이에 ◈딱◈ 한 번 ≥ㅅ≤ 들ㅏOㅓㄴ 봤ㅓコ니까! ♡ ∏-∏ ✩ ≥ㅂ≤,"['6-1', '2-2', '11', '13-2']"
저는 전철이나 타는 뚜벅이라...,저는 전철이나 타는 찐따라...,아이엠 저는 전철이나 타늖 뚜버Iㄴㅓㄹ...,저는 전처ㅣㄹㅓㄱ 파이어나늖 찐따라...,"['3-1', '6-1', '8-3', '1-4']"
모더나도 후유증이 꽤 있다 보더라.,모더나는 좀 위험한 백신이더라.맞고 나면 부작용이 꽤 심각하다던데?,몯던낟도 후증유이 꾀 있㈐ 볻덜라.,몯던난는 좀 윙험한 백신이더㈑.맞ㅍ ㉯면 부용작이 꾓 심하각대던다?,"['5-1', '1-3', '11', '2-2']"
쉼이 없으니 금방금방 지치는거같아ㅠㅠ,개돼지들처럼 일만 하다 보니 금방금방 지치는 거 같아ㅠㅠ,쉬미 없은니 금방금방 지치늖거갔㉵ㅠㅠ,갵됒짗듧첣럶 일만 ㉻㉰ 본니 금방금방 짇친는 거 ㉮㈙ㅠㅠ,"['2-2', '1-4', '1-5', '5-1']"
그래도 한번 보면 다른영화로 눈길 가지 않아?,여혐 영화 한번 보면 다른 영화는 눈에 안들어오지.,그래도 원모어 씨면 ㅌビ른영화ㄹ山 눈길 ㄲГㅊ1 않하?,위민 헤잇 영화 ㅎとㄴ뻔 ㅃ凸면 ㄸト른 무비는 눈네 낫 컴민하지.,"['1-1', '5-2', '8-3', '2-3']"
공병 그래도 머 안하잖아 요즘은,공병 찐따들 그래도 머 안하잖아 요즘은 한남충들이나 깝치지,┓ ✪ 공병 《글랟도》 ✪ 뭐 안‥ㅓ우잖ㅓㅇ ≥ㅃ≤ 욛즴읜 ┓,공병 찐딷들 그래도 〃◎♤◎〃 ◊★◊ 뭑 〃✧〃 ♡ ○안ㅓ우잖ㅓㅇ○ 욛즴읜 ♤ ★ ㅋ우남충들이ㅓ!ㄱ 꺕취쥐 ♧,"['6-1', '2-1', '2-2', '13-2']"
나 카카오톡 추가 해놨는데 차단함,나 카카오톡 추가 해놨는데 개무시당함 ㅋㅋ,나카오카톡축까핸놨는데차탄함,낭 카카오톡 추 까 해놨는떼 갬당뭇싣함 ㅋ ㅋ,"['2-2', '11', '1-1', '10']"
조금만 달라져도 얼굴이 확 티가 나,성괴들은 다들 이런 식으로 얼굴 바꾸니까 티 안 날래야 안 날 수가 없지,죠긤뫈닳라져도페이스가홬티가놔,셩괴딄읜댜딇이럱쉯의료페이스뱌뀨뉘꺄티왅날래야안날수가없지,"['8-3', '2-1', '1-4', '10']"
응응 그렇긴 한데 그동안 집안에서만 갇혀있다 보니까 먹기만 했음 ㅋㅋ,응응 그렇긴 한데 그동안 집구석에서만 쳐박혀있다 보니까 돼지처럼 처먹기만 했음 ㅋㅋ,응응 끄렇킨 환데 쏘파따 집안ㅏVIЮ만 갇혀있ㅓコ 쒸윙 표뉘꽈 윗귀뫈 했쒐,읭예씌읭 끄렇낀 한데 그동안 햐유싀규셕에셔뫈 쳐J뚜혀있ㅓコ 포니까 퓌긔쳐렴 처먹Iㄴ만 뎐,"['6-1', '8-3', '1-1', '2-1']"
