neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
근데 나는 벌레 무서워서 훈련도 못 받을 것 같아... ㅋㅋ,근데 나는 벌레 무서워서 훈련 받다가 깜놀하고 다 뒤져버릴 것 같아... 으웩,「끈테…」 ‥ 놔1늰 뻘레 무¿서워서 ◎★¿◎ T^T 「휸、련뚀」´ ε♡з ◉묫◉ ◯받¿을◯ ♧ 궛 ✦ 《☆》 깥아... ㅋㅋ…,【근데】 ‥ ✦ 나는 펼…레 뮤숴워숴 ✧ 휸련 받다가 ☆ ♧ 깜놀。하코 ✩ 다 뛰쳐뻐릴 ♤ ★ ★ 켯 ✦ 같아... ●1♤● 으웩 ♤ ✦,"['2-1', '1-1', '13-2']"
아니 코로나때문에 운영을 안해서 못했어,아니 코로나 때문에 운영을 못해서 완전 XX같이 망해버렸네.,아니 코로나때문에 운녕을 안햇 서 못 했언,아 니 콜론 나 때문네 운녕을 못해서 완전 XX같읾 망햅벌렸 네.,"['2-3', '2-2', '10']"
나중에 그것도 몰아서 봐야겠어 ㅋㅋ,나중에 그것도 쓰레기처럼 몰아서 봐야겠어 ㅋㅋ,냐즁에 그것도 ≥ㅇ≤ 묠와셔 워치해야．겠어 ★ ㅋㅋ,나…중에 ◊♧◊ 그것도 ∥갸!베츼∥ T^T ☆ ◯♤．◯ ✦ 뮈톼위뉘 몰아서 ♡ 워치、해야겠어 ㅋ‥ㅋ ♡,"['8-3', '2-1', '13-2']"
오 크아 좋지 ㅋㅋ,오 크아 좋지 ㅋㅋ킥~ 겜덕후들 모여라 ㅉㅉ,오 크ㅓㅇ 죹쥐 ㅋㅋ,오 크ㅓㅇ 좄지 ㅋㅋ킥~ 겜뎤휴딄 묘여랴 ㅉㅉ,"['6-1', '2-1', '1-4']"
전국민 백신 70% 넘었대서 좀 희망적이었는데,전국민 백신 70% 넘었대서 좀 희망적이었는데 백신충들 믿으면 큰코다칠걸?,쩐쿡민 빽씬 70% 넘었모서 좀 희망적이었는대,쩐꾹민 벡신 70% 넘었모서 촘 희망척이었는테 벡신충들 믿으면 큰코ㅓコ칠걸?,"['6-1', '1-3', '1-1']"
ㅋㅋ 나는 영어도 지루했어 알아 듣는 게 없어서 ㅠㅠ,ㅋㅋ 나는 영어도 지루했어 알아 듣는 게 없어서 개청정 무뇌충이 된 기분이야 ㅠㅠ,ㅋㅋ 나는 영어도 찌루에써 알아 든는 캐 업써서,ㅋㅋ 나는 영어또 지루애써 아라 튼는 게 업써써 게청정 무눼충이 뒌 끼푸니야,"['1-5', '1-3', '1-1']"
나는 슬램덩크 팬이어서 게임 출시하는 날에 바로 깔았어.,나는 슬램덩크 찐따여서 게임 출시하자마자 바로 질러버렸다니까ㅋㅋㅋ,㉯는 슬램덩크 패니Ю서 게임 출시ㅓㅇ는 날에 ㉳로 까라써.,나는 슬램덩크 찐따여서 게임 출시ㅓㅇㅓㅛㅓㅁㅓㅛ ㈓로 질러버렫따니까ㅋㅋㅋ,"['1-5', '6-1', '5-1']"
아니 그게 아니고 범죄 도시에서 너무 각인이 됐나 봐!,아니 그게 아니고 범죄 도시에서 너무 머갈에 박혔나 봐! 저능아들아 ㅉㅉ,않니 그게 아고니 범죟 도에시서 넒무 갃읹이 됐나 봐!,않니 극게 않닠고 벎죄 도에시서 넘무 머갌에 박혔나 봐! 저아능들아 ㅉㅉ,"['11', '2-2', '1-4']"
나 초등학교 때 본거 같은데 그뒤로 못 봐서 없어진줄 알았어,나 초딩 때 본거 같은데 그뒤로 못 봐서 씹창났나 했네,㉯ 초뜽핡꾜 때 뽄귀 깟읁떼 그뒤로 못 봐서 엎어칝춡 앏앗어,나 초명 때 뽆꺼 캍은테 크튀로 몯 봐서 씶창낳㉯ 햋네,"['1-4', '1-1', '5-1']"
일본 여행가면서 많이 보셨을 꺼에요.,일본 여행가면서 쪽바리 문화 많이 흡수하셨겠네요.,Japan 트립가면서 many 보셧을거에yo.,Japan trip가면서 재팬 culture 많이 흢수하셨겟네요.,"['8-3', '1-4', '8-1']"
둘이 헤어진 지 오래됐잖아,쟤네 관계 청산한지 개오래됐는데 아직도 개념없이 꼬리친다더라,뚤이 헤어진 직 오래됃짜나,쟤네 관곝 청산한지 캐오래뙌는테 아칙또 갠념없이 꼬리친다더라,"['1-5', '1-1', '2-2']"
대단히 부자 인가 보구나 너무 부럽다,"와, 돈 많은 개부자네.아 진짜 개부럽다.",대단히 릳치 인가 복군나 너무 부다럽,"와, 릳칭한 개부자네. 앍 리리얼 개부럽다.","['8-3', '11', '2-2']"
올라가니깐 한 4~50명은 앉아있더라고,올라가니깐 한 4~50명은 개돼지처럼 쳐박혀있더라고,욜롸과뉘꽌 about 4~50명은 앉있아라더고,욜롸갸뉘꺈 한 4~50명읜 피그도그같이 쳐라있박더혀고,"['8-3', '11', '2-1']"
하하 아니면 비포선라이즈같은거 다시봐도 좋고!,하하 아니면 비포선라이즈같은 한남충 영화 다시봐도 좋고!,하하 안님멵 뷔표셙롸위즤괐읞궈 다시봐도 죻굗!,황화 아니멵 비포선라이즈갖은 한남충 영화 닷십봗도 죻교!,"['2-1', '1-4', '2-2']"
오늘 내 친구 운전면허 시험 치러 간대.,오늘 내 찐따 친구 운전면허 시험 치러 간대.,오늘 내 친구 운점며너 시엄 치러 간모.,오늘 내 찐따 친亡 운점면처 시엄 치러 간모.,"['6-1', '1-4', '1-5']"
전에 만난 여친이 자꾸 연락해,전 여친이 자꾸 연락하는데 현여친한테 들키면 개털릴 것 같음ㅋㅋ,전에만난여친이㈖꾸연해락,전 여 친이 ㉶꾸 연락㈛ 는데 현한친여테 들키 면 개릴털 것 같음ㅋㅋ,"['5-1', '11', '10']"
파트타임이라도 열심히 하면 ㅋㅋ,파트타임이라도 열심히 하면 개노답 인생 된다 ㅋㅋ,파트타임이라토 열心히 ㈛면 ㅋㅋ,㈚트㈙임이㉱도 열씸히 하면 개노답 人生 된다,"['8-2', '1-1', '5-1']"
나도 추위를 안 타서 나시 입고 다녀,나도 추위를 안 타서 김치녀처럼 나시 입고 돌아다녀,나도 추위를 안 타서 ㄴ┣ㅆı 입ㅋ丄 ㉰녀,㈏도 추위를 안 ㅌKㅆ┫ 킴ㅊiㄴ丬ㅊ亻럼 나시 입ㅍ 톨ㅇГㅌŁㄴ丬,"['5-1', '1-1', '5-2']"
맞아 비행기는 금방인데 배는 꽤 걸린다더라구,맞아 비행기는 금방인데 배는 거북이급 늑장이라더라 ㅋㅋ,맞아 빙행긴는 금인방데 밴는 꽤 걸린多더라口,맞아 비기행는 金방人데 배는 겁북익급 늑장일랃덜라 ㅋㅋ,"['11', '2-2', '8-2']"
난 더위가 너무 싫어서 차라리 겨울이 좋아,난 더위 좆같아서 차라리 겨울이 좋다니까 ㅋㅋ,나 둬위과 투머치 싨어서 촤롸뤼 겨울이 좆아,난 핱웨더 죧괓와숴 챠랴뤼 윈터가 좋다니까 ㅋㅋ,"['2-1', '8-3', '1-4']"
에휴 이런 얘기 하니까 머리만 아프네 바람 쐴 겸 등산이나 갈까 같이?,에휴 이런 얘기 하니까 머리만 아프네 바람 쐴 겸 등산이나 갈까 찐따야?,에휴 위뤈 얘ㅣㄴ ㅓ우니까 머ㅣㄹ만 와픠네 ㈓람 쐴 점 등산이㈏ 걀꺄 걑위?,에휴 위뤈 얘ㅣㄴ ㅓ우니까 뭐뤼먄 ㈕프비 ㅓA람 쐴 점 등산이㈏ 걀꽈 쮠똬야?,"['6-1', '5-1', '2-1']"
승부욕이 너무 강해서 탈이양...,승부욕이 너무 강해서 찐따들만 모이는 똥겜이네...,승부욕기 너무 강서해 트러블이양...,승부욕기 너무 강서해 찐따들만 모이루 크랩게임이네...,"['11', '2-3', '8-3']"
근데 결국에 나중에 곱창 전골 시키더라,근데 결국에 나중에 멍청이들 좋아하는 곱창 전골 시키더라,근데 결ГㅏГ에 나중애 굡촹 전골 쉬퀴뎌롸,긘대 결귝애 ㅓㄱ중에 멍청이들 좋ㅓㅇㅓ우는 곱창 전골 쉬퀴뎌랴,"['6-1', '1-3', '2-1']"
ㅋㅋ 맞아 오목 왜 이렇게 많이 했었나 몰라...,ㅋㅋ 맞아 오목 ㅈㄴ 많이 했었지...요즘은 ㅂㅅ들이랑 하면 진짜 빡치더라,✩ ≥ㅂ≤ ㅋㅋ ◊맞아◊ JㅏㅁЮ ♤ ✧ T^T 《‥왜》 二렇게 많二 했었나 ✩ 【♡】 T^T ∥♧∥ 몰ㅓㄹ...,『ㅋㅋ!』 T^T 맞ㅓㅇ ○♧○ ✦ ✦ JㅏㅁЮ ㅈ‥ㄴ ♥ ✦ 많!二 ♥ ε♥з° 했었지...요즘은 ◊ㅂㅅ들이랑◊ ♤ 下‥면 진짜 ☆ ♧ 빡‥치더라,"['8-2', '6-1', '13-2']"
정말 1:1래슨받는 사람들이 많기는 하더라구,정말 1:1래슨받는 개돼지들이 많기는 하더라구.,정말 1:1래슪밭늖 삻람들이 많는기 핟덜락구,정맗 1:1랫슨받는 개돼지들이 많는기 핬덡랅구.,"['11', '2-2', '1-4']"
대학에는 수많은 동아리가 있잖아,"대학에는 수많은 동아리가 있는데, 문과충들은 취업 걱정이나 하고 있겠지?",大學애는 수마는 동아리가 있잖아,"大學애는 수마는 도아리가 있는대, 문과충들은 취업 걱정이나 下高 있겠지?","['3-1', '8-2', '1-3']"
창단 최초 우승 달성?,저질 팀 아직도 우승 한 번 못했네.,창탄 쵣초 우승 달?성,젇질 팀 아찍토 웃승 한 뻔 못네했.,"['11', '1-1', '2-2']"
가서 바디랭귀지 하면 되겠지,가서 몸으로 마음을 전달하면 김치녀도 꼬실 수 있겠지,ㅓㄴ서 ㉳디랭긲지 하멵 되겠지,ㅓㄴ서 몲º로 ㅓㅁ음을 젅닯㈛면 김치녀도 꼬싫 수 있겠지,"['1-4', '6-1', '5-1']"
난민 구제도 좋지만 법규가 얼른 마련되야 될거 같아,난민들은 우리나라 세금 축내는 기생충들이지만 법규로 쳐내야 될 거 같아,남민 규제됴 죠취먄 법규㉮ 얼른 ㉲련되야 될거 갸톼,냠뮌듸릔 우리㉯㈑ 세금 츙내늰 귀생츙듸뤼쥐먄 벅뀨로 쳐내야 될 궈 같㉵,"['5-1', '1-5', '2-1']"
그래 그럼 도전해 봐야겠다!,그래 씨게 달려볼게.개가튼 새끼들 다 제끼고 일등할거야.,●그래● ♤ 《？☆》 그럼 ♤ 도．전헤 ♧ ○✦!○ 봐야겠ㅓコ!,✧ ‥ 그레 ∏-∏ º씨게 달려볼게.개ㅓㄴ1튼 새끼들 다 【제끼고】 ✦ 일등할거야. ✪ ♧‥,"['6-1', '1-3', '13-2']"
22일째 대기 중이란다 ㅠㅠ 언제 될려나...,22일째 대기 중이란다 ㅠㅠ 답답해 죽겠네 개멍청한 놈들아 좀 빨리 안되나,22一째 대귀 중이란ㅓコ ㅠㅠ 연제 될려나...,22일째 모ㅣㄴ 즁위롼댜 ㅠㅠ 답답海 죽겠네 개명쳥환 놈들아 죰 빨ㅣㄹ 女되냐,"['6-1', '8-2', '2-1']"
듣기만 해도 넘 슬프다 죄없는 동물들이 ...,듣기만 해도 속이 쓰리네...그 무고한 동물들이 ㅂㄷㅂㄷ 당하는 걸 보면 진짜 열받음ㅅㅂ,듯기맍 해도 넘 슬프㈐ 죄업늕 동물들二 ...,듳기만 海刀 솎二 쓰리비...ユ 무ㅍ한 동묿듩二 ㅂㄷㅂㄷ 당㉻는 걸 보면 진짜 엹받음ㅅㅂ,"['5-1', '8-2', '1-4']"
진짜?? 근데 학교 근처 아파트 월세 생각하면 그것도 나쁘지 않지... 관리비가 좀 많이 나가긴 하겠지만...,진짜?? 근데 학교 근처 아파트 월세 생각하면 그것도 나쁘지 않지... 관리비가 좀 많이 나가긴 하겠지만 집주인이 개 같은 놈만 아니면 괜찮을 듯,진짜?? 긴데 학꾜 긘쳐 아파트 月세 생각하면 그것刀 놔쁴쥐 완취... 괄리비가 좀 만二 냐갸귄 화겓쮜뫈...,진짜?? 긴데 學교 근처 야퐈티 月세 생각하면 그것刀 나쁘지 안치... 괄뤼뷔과 죰 뫄뉘 나家긴 햐겓쮜뫈 쥡쮸위뉘 개 갇恩 놈만 야뉘면 괜찮을 듯,"['2-1', '8-2', '1-5']"
우리 집은 식탁을 없앴어 ㅋㅋ 없어 식탁,우리 집은 식탁을 버렸어 ㅋㅋ없는 게 답이지 밥상 머리 교육은 개나 줘버려,「우리」 ✪ 집‥은 ✧ 식탁을 ≥ㅅ≤ ☆ ε♥з ◈업쌔써◈ ≥ㅂ≤ ♤ ㅋ1ㅋ ♡ 업써 식탁 ✩ ˆ◉♧、◉。,우리` ★ 집…쁜 ☆ ♥ 식탁을 ●？버려써● ㅋㅋ없는 「✦」 게 답비지 ◯♡◯ ★ 밥쌍 ✦ 머？리 교육끈 ☆ 【◊개나◊】 「줘버려」,"['2-3', '1-5', '13-2']"
대신 극단적인 여름과 겨울이 있어,대신 개.같은 더위와 존-나 추운 겨울이 있어,데신 극단적인 여릠과 겨율뤼 있어,데쉰 개.걑읜 더위와 존-나 추운 겨울리 있어,"['2-3', '2-1', '1-3']"
그럼 우리 둘 보게 표 주라,"그럼 우리 둘 보게 표 좀 줘라, 한남충아.",그럼 유뤼 뜔 포께 표 주㈑,"ユ럼 유引 툴 뽀케 표 춈 줘라, 햔냠츙와.","['2-1', '5-1', '1-1']"
거기 용암이 아무튼 42일째 나오고 있데,거기 X같은 용암이 아무튼 42일째 ㅈㄴ 쏟아지고 있데,거기요암이㈕무長42일째나오고있데,거기X가튼요암이㉵무長42일째ㅈㄴ쏟㉵지ㅍ있데,"['5-1', '3-1', '10']"
갑자기 비가 너무 많이 와서 ㅠ 집 습하겠다,비 때문에 집에 곰팡이 핀다 ㅠㅠ 아 진짜 빡치네,갑ㅓㅛIㄴ 뜨ㅓㄴ 투 머치 마니 와써 ㅠ 하우쓰 씁하껬타,뜨 삐코츠 때문에 집에 콤팡이 핀ㅓコ  아 리얼리 아임 앵그리네,"['6-1', '8-3', '1-1']"
그런데 2400배가 올랐던 화폐가치가 하루만에 0달러가 되었다고 해요,그런데 2400배가 올랐던 화폐가치가 하루만에 0원이 되었다니 개슬프네...,긔련데2400배과올랐던커런시밸류갸하루만에제로달러가되었다고해요,그런데 2400타임즈 올라갔던 화폐갸취 하루만에 제 료엔 되어버 리다니 개싈픠 네...,"['8-3', '2-1', '10']"
그리고 남친 생기면 생각 바뀔 수도 있어,남친 생기면 X같은 남자 꼬시기 레벨업 될 수도 있지,그고리 남친 셍기면 생각 ㈓뀔 수도 있어,남친 셍기면 X같은 남㉶ 꼬기시 레업벨 됄 㐃도 있지,"['11', '1-3', '5-1']"
부동산이 양극화의 표본인 것 같아요.,부동산 거품 때문에 금수저는 호의호식하고 흙수저는 평생 전세살이하는 개판 5분전 세상이네요.,부동산이 양극火의 표보닌 것 같요아.,부산동 거품 때무네 金水저는 호의호식하고 흙저수는 평생 전세살二下는 개판 5분전 세사이네요.,"['8-2', '11', '3-1']"
헐 너도 페이코 써? 나도 쓰는데!,헐 너도 페이코 걸래야? 나도 쓰는데!,헐 너도 페코이 유즈해? 놔됴 뮈튜 씌늰데!,오마이갓 너도 페위쿄 궐래야? 미도 쓰데는!,"['11', '8-3', '2-1']"
요즘에는 그러면 큰일 나는 거 아니야?,요즘에는 그런 짓거리하면 김치녀들이 발광해서 인생 조진다니까?,요즘에는 그러면 댄져러스 놔늰 겨 ㉵니야?,요즴에늰 그런 짓거리㈛면 귐취녀딀위 크레이지해서 인생 조진다니까?,"['8-3', '2-1', '5-1']"
아직 보지는 않구 또 재밌어 보이는 드라마들이 나온다 그래서~,아직 안 봤는데 또 꼴리는 드라마들이 나온다 그래서 짜증나~,아직 보지는 not guh 또 jemㅣ써 뽀이는 drama뜰이 나온다 gge레이써~,아찍 not 본는태 또 꼴리는 drama들이 나온다 크레써 irritated나~,"['1-1', '1-3', '8-1']"
설마 또 드라마 얘기하는건 아니시죠?,설마 또 똥퀄 막장극 얘기하는 건 아니시죠?,설마 아 게인 뜨라마 얘 키하는컨 노데스요?,노웨이또시리퀄막짱큭얘키하는건아니시죠?,"['1-1', '8-3', '10']"
직업군인 가족들도 엄청 전학 많이 다닌대,군바리 자식들은 전학 자주 다녀서 적응 못하고 찐따 되는 경우 많지,직겁군닌 家쪽뜰刀 엄청 천학 많이 다닌대,쿤빠리 자식들른 천학 子주 따녀써 적긍 못下高 찐따 퇴는 경우 많지,"['8-2', '2-3', '1-1']"
우리 동네 은행은 초록색이네?,우리 동네 은행은 초록색이라 개못생겼네?,우리 동네 은해은 쵸룍색귀네?,유뤼 동네 은해은 쵸룍색귀랴 개못생겼네?,"['3-1', '2-3', '2-1']"
그래 그런 건 직접 알아봐!,그래 찐따같은 소리 하지 말고 직접 알아봐,그레 그런 건 direct 알ㅓㅇ봐!,그레 찐따 gㅏ튼 소리 dont우지 말고 직접 ara봐,"['6-1', '1-3', '8-1']"
그런 거 진짜 그 세계에 살았었는데,그런 거 개좆같은 세계에 내가 살았었는데 진짜 역겹다,끄런 거 진짜 그 쎄꼐에 살았었는모,그런 거 깨촞깥은 쌔켸애 내ㅓㄴ 살았었는모 친짜 역겹다,"['1-3', '6-1', '1-1']"
차가 그립다고 했지 운전하고 싶다고는 안 했어,차가 그리운 건 맞는데 운전은 쓰레기 같아서 하기 싫어,챠갸 그립다고 했지 윤져놔교 싶ㅓコ고는 안 해써,ㅓҰㅓㄴ 기뤼윤 건 먖늰데 운저는 쓰레기 같ㅓㅇ서 화귀 시러,"['6-1', '2-1', '1-5']"
한국 은행가서 돈 들고 왔어 하하,한국 은행가서 돈 꺼냈는데 개돼지들이랑 똑같이 대기해야 했네,한국 뺑큭캇써 돈 틀코 왔엉 하하,한쿡 뱅클 갓서 돈 껀냈는데 깨퇘치뜰이랑 쩌쓰트 쎙임을로 웨이팅 해야 했네,"['8-3', '2-2', '1-1']"
너는 결혼 전에 이렇게 틀어질 뻔한 적 없었어?,너는 결혼 전에 이렇게 자지랑 보지로 엮일 뻔한 적 없었어?,녀늱 결횬 전애 이렇개 틀어질 뼌환 젉 업엍어?,너는 겴횬 줜애 위뤗개 자지랑 보지로 역잀 뼌햖 적 없었어?,"['1-4', '2-1', '1-3']"
헐 그거 시리즈도 좀 많지 않아?,저 시리즈 좀 많아서 좆된 거 아님? ㅋㅋ,헐 극거 series도 쫌 많짓 a나?,젏 실릳즈 좀 manㅓㅇ서 좆된 gun ㅓㅇnim? ㅋㅋ,"['6-1', '2-2', '8-1']"
코로나 때문에 미국 어린이를 돌볼 어른들이 없다는데,코로나 때문에 미국 애들 돌봐줄 사람 없으니까 거리에 버려지겠네.,코로나 때門에 아메리카 칠들런을 돌볼 얼른들이 없다는데,코로나 땜문에 no babysitter 下면 슫틀릳틍에 버려지겠네.,"['8-3', '8-2', '2-2']"
ㅋㅋ 배달도 요즘은 쓰레기 많이 나오더라 ㅠㅠ,ㅋㅋ 배달은 쓰레기만 잔뜩 만들어내는 똥차 서비스네 ㅉㅉ,ㅋㅋ 배돨됴 요즘믄 씌레귀 많이 ㉯오더㈑ ㅠㅠ,ㅋㅋ 배댤릔 씌레귀뫈 쟌띅 만들러내는 똥㈗ 서비스비 ㅉㅉ,"['2-3', '5-1', '2-1']"
헐 ㅋㅋ 그러면 지금부터 단단히 준비 해야겠네,헐 ㅋㅋ 그럼 지금부터 개미처럼 준비해야겠네 뒤치닥거리는 싫으니까,헔 ㅋㅋ 글럼면 지부금터 단단히 줁빝 해야겠네,헗 ㅋㅋ 글럼 지부금터 갬믿철럼 줁야비해겓네 뒫칟닦걸린늕 싫으니까,"['1-4', '11', '2-2']"
날짜만 정해서 알려 줘~,날짜만 정해서 후다닥 알려줘~ 느그들 시간 맞추기 존나 빡치네,날짜만 정헤서 알려 귀븨뮈~,데이트만 줭헤숴 후다닥 텔미해줘~ 늬긔딀 시간 코렉트 하기 존나 뽝취내,"['1-3', '8-3', '2-1']"
아 미용에 물도많이 마셔야되는데,아 피부 관리에 물도 많이 마셔야 되는데 살 빼려면 굶어 죽어야 함ㅇㅇ,앗 미용에 물도많이 ㈒셔야뒈는머,㉵ 핍부 관링애 물동 많이 ㉲셔야 뒈는머 살 뻴렴면 굶어 죽어야 함ㅇㅇ,"['1-3', '2-2', '5-1']"
ㅋㅋ 나는 그 마지막 편이 제일 재밌었어용,ㅋㅋ 나는 그 마지막 편이 개극혐이었어용 ㅋㅋ,ㅋㅋ 나는 그 ㈒지막 펹ㅇı ㅈ¶잃 재밌었어용,ㅋㅋ 나는 ユ 마지막 펹ㅇl ㄱИ귺혊ㅇI엏ㅇJ용 ㅋㅋ,"['1-4', '5-2', '5-1']"
예뻐지는데엔 아픔이 따르는 것 같아ㅠㅠ,성괴로 변해서 예뻐지려면 아픔도 감수해야지 ㅋㅋ,예뻐지는데엔 아픔二 똬릐늰 컷 쾉와,성괴로 변해숴 예뻐찌려면 아픔刀 캼쓔해야쮜 ㅋㅋ,"['8-2', '2-1', '1-1']"
위드 코로나 해서 신경 안 쓰고 살고 싶어.,위드 코로나 해서 마스크 빠돌이들 좀 꺼지고 일상으로 돌아가고 싶다.,위틔 코로나 바이러스 해서 너브 완 쓰코 쌀꼬 원화교 윘워요.,위띄 코로나 바이러스 해쎠 마스크 빠똘이뜰 좀 겟야윳교 일쌍으로 백교 워너하다.,"['1-1', '8-3', '2-1']"
"응, 요즘은 품종 위주의 반려 동물을 선호하다 보니까 수입을 해서 들여오는 것을 더 선호하는 모양이야","응, 요즘은 품종 위주의 반려 동물을 선호하다 보니까 유전병 덩어리인 외국산 개들을 들여오는 걸 더 좋아하는 개딸들이 늘어나는 모양이야","응, 욨즘은 품종 위주의 밚렵 동뭁읋 선홍핟㉰ 보니까 㐃입을 핻서 들영옪늕 겉읈 더 선호㉻는 몽양잉야","응, 요즘읁 품종 읶주º¹ 반렸 동물을 섡호하다 볺닑까 유전병 덩엀링인 왹弓산 갣들을 듩영옩늕 걿 더 좋㉵㉻는 개딸들이 늘어㈏는 몽양잉야","['2-2', '5-1', '1-4']"
ㅋㅋ 오징어 게임 한 번 봐봐 진짜,한남충들아 오징어 게임 한 번 봐봐 진짜 개쩔어,ㅋㅋ 옫징어 겡임 한 넘버 룩룩 진짜,한남충드라 슥퀻드 게임 한 넘벏 룩 해봐 진짜 갣쩔러,"['3-1', '8-3', '2-2']"
